1	10000000	10000000

1	10000000	10000000

1	9984174	9984174

1	9946102	9946102

1	9894642	9894642

1	9851106	9851106

1	9829609	9829609

1	9781265	9781265

1	9739236	9739236

1	9691337	9691337

1	9665977	9665977

1	9616367	9616367

1	9614974	9614974

1	9587579	9587579

1	9533626	9533626

1	9523457	9523457

1	9517209	9517209

1	9472215	9472215

1	9464314	9464314

1	9448165	9448165

1	9397359	9397359

1	9369456	9369456

1	9341359	9341359

1	9321895	9321895

1	9318283	9318283

1	9279113	9279113

1	9246406	9246406

1	9233619	9233619

1	9204715	9204715

1	9188254	9188254

1	9179002	9179002

1	9155116	9155116

1	9105482	9105482

1	9088751	9088751

1	9066287	9066287

1	9036769	9036769

1	9031049	9031049

1	9027202	9027202

1	8995322	8995322

1	8969762	8969762

1	8919093	8919093

1	8911120	8911120

1	8876616	8876616

1	8861778	8861778

1	8812866	8812866

1	8784896	8784896

1	8730472	8730472

1	8711881	8711881

1	8660514	8660514

1	8611827	8611827

1	8597138	8597138

1	8567826	8567826

1	8550592	8550592

1	8495226	8495226

1	8447260	8447260

1	8414314	8414314

1	8351509	8351509

1	8304477	8304477

1	8282196	8282196

1	8267774	8267774

1	8217388	8217388

1	8186426	8186426

1	8185257	8185257

1	8143590	8143590

1	8121308	8121308

1	8071230	8071230

1	8048963	8048963

1	8005471	8005471

1	7995644	7995644

1	7992171	7992171

1	7966675	7966675

1	7943059	7943059

1	7900564	7900564

1	7888632	7888632

1	7881640	7881640

1	7852241	7852241

1	7820951	7820951

1	7813233	7813233

1	7757349	7757349

1	7754160	7754160

1	7729139	7729139

1	7669755	7669755

1	7650138	7650138

1	7637617	7637617

1	7613232	7613232

1	7575372	7575372

1	7544581	7544581

1	7520332	7520332

1	7502396	7502396

1	7461027	7461027

1	7429178	7429178

1	7367168	7367168

1	7340080	7340080

1	7285742	7285742

1	7285632	7285632

1	7283998	7283998

1	7275552	7275552

1	7243086	7243086

1	7183236	7183236

1	7178372	7178372

1	7154221	7154221

1	7145277	7145277

1	7096798	7096798

1	7088313	7088313

1	7024866	7024866

1	7004835	7004835

1	6969096	6969096

1	6908617	6908617

2	3484548	6969096

1	6941140	6941140

1	6920453	6920453

1	6906757	6906757

1	6852234	6852234

1	6817974	6817974

1	6765409	6765409

1	6764609	6764609

1	6753675	6753675

1	6752521	6752521

1	6752288	6752288

1	6741519	6741519

1	6700672	6700672

1	6649561	6649561

1	6608369	6608369

1	6604542	6604542

1	6591690	6591690

1	6546027	6546027

2	3295845	6591690

1	6554740	6554740

1	6521584	6521584

1	6483209	6483209

1	6420713	6420713

1	6377183	6377183

1	6354663	6354663

1	6315202	6315202

1	6265326	6265326

2	3190241	6380482

2	3172384	6344768

2	3147643	6295287

2	3140046	6280093

2	3109292	6218584

2	3077134	6154268

2	3075166	6150332

2	3060879	6121759

2	3060792	6121585

2	3049701	6099402

2	3040854	6081708

2	3012833	6025667

2	2989121	5978243

2	2962668	5925337

2	2938462	5876925

2	2932305	5864610

2	2925381	5850762

2	2909409	5818819

2	2884363	5768726

3	1961366	5884099

3	1941554	5824663

3	1934965	5804896

3	1919890	5759671

3	1905854	5717562

3	1896294	5688882

4	1429390	5717562

3	1897025	5691076

3	1884187	5652563

3	1881502	5644508

