1	10000000	10000000

1	10000000	10000000

1	9956884	9956884

1	9934735	9934735

1	9893569	9893569

1	9839137	9839137

1	9791971	9791971

1	9740026	9740026

1	9686954	9686954

1	9655334	9655334

1	9625204	9625204

1	9580267	9580267

1	9572469	9572469

1	9556739	9556739

1	9524748	9524748

1	9519502	9519502

1	9488424	9488424

1	9468555	9468555

1	9448968	9448968

1	9397173	9397173

1	9377164	9377164

1	9365517	9365517

1	9363361	9363361

1	9351817	9351817

1	9304746	9304746

1	9267337	9267337

1	9230640	9230640

1	9199881	9199881

1	9167418	9167418

1	9115736	9115736

1	9066112	9066112

1	9046833	9046833

1	9031285	9031285

1	9018687	9018687

1	9007851	9007851

1	8969364	8969364

1	8935283	8935283

1	8905126	8905126

1	8896267	8896267

1	8886135	8886135

1	8881746	8881746

1	8846839	8846839

1	8814231	8814231

1	8775793	8775793

1	8769105	8769105

1	8737668	8737668

1	8715328	8715328

1	8685070	8685070

1	8678216	8678216

1	8626301	8626301

1	8604068	8604068

1	8586939	8586939

1	8580863	8580863

1	8549595	8549595

1	8538591	8538591

1	8475857	8475857

1	8436488	8436488

1	8396996	8396996

1	8354082	8354082

1	8305303	8305303

1	8268198	8268198

1	8241840	8241840

1	8197224	8197224

1	8155542	8155542

1	8133280	8133280

1	8095123	8095123

1	8088723	8088723

1	8060770	8060770

1	8040038	8040038

1	8015865	8015865

1	7951621	7951621

1	7898389	7898389

1	7867747	7867747

1	7807499	7807499

1	7780429	7780429

1	7770090	7770090

1	7756070	7756070

1	7736377	7736377

1	7717482	7717482

1	7702054	7702054

1	7651907	7651907

1	7623239	7623239

1	7568464	7568464

1	7560377	7560377

1	7528646	7528646

1	7523486	7523486

1	7493349	7493349

1	7484979	7484979

1	7458975	7458975

1	7454627	7454627

1	7434779	7434779

1	7394162	7394162

1	7353085	7353085

1	7307091	7307091

1	7279278	7279278

1	7252423	7252423

1	7190229	7190229

1	7183080	7183080

1	7179033	7179033

1	7141542	7141542

1	7099804	7099804

1	7063954	7063954

1	7026199	7026199

1	6979172	6979172

1	6927272	6927272

1	6912339	6912339

1	6907381	6907381

1	6874163	6874163

1	6846217	6846217

1	6827577	6827577

1	6784622	6784622

1	6766684	6766684

1	6735475	6735475

1	6715551	6715551

1	6702679	6702679

1	6644096	6644096

1	6614658	6614658

1	6559564	6559564

1	6510300	6510300

1	6462979	6462979

1	6430763	6430763

1	6419004	6419004

1	6379083	6379083

1	6363630	6363630

1	6318506	6318506

1	6285019	6285019

1	6263514	6263514

1	6244515	6244515

1	6236588	6236588

1	6221920	6221920

1	6206118	6206118

1	6158108	6158108

1	6104557	6104557

1	6048106	6048106

1	6043861	6043861

1	6003880	6003880

1	5973428	5973428

1	5920096	5920096

2	2986714	5973428

1	5956471	5956471

1	5906772	5906772

2	2978235	5956471

1	5955311	5955311

1	5936560	5936560

1	5919439	5919439

1	5913926	5913926

1	5883566	5883566

1	5863002	5863002

1	5800795	5800795

1	5785387	5785387

1	5721447	5721447

1	5668001	5668001

1	5662933	5662933

1	5618665	5618665

1	5586199	5586199

2	2841972	5683945

2	2816424	5632849

2	2799767	5599534

2	2784418	5568836

2	2776130	5552260

2	2761153	5522307

2	2752589	5505178

2	2750570	5501141

2	2734468	5468937

